name,address,coordinates,govprisons,private,geoprison,corecivicprison,coordinates_rev,State,stateshortname,PrisonName,stateprison,longitude,latitude,geometry
,,,1.0,0.0,0.0,0.0,,Virginia,VA,Green Rock Correctional Center,1.0,-79.4215445,36.7998152,POINT (-79.4215445 36.7998152)
,,,1.0,0.0,0.0,0.0,,Virginia,VA,Greensville Correctional Center,1.0,-77.4828343,36.7968128,POINT (-77.4828343 36.7968128)
,,,1.0,0.0,0.0,0.0,,Virginia,VA,Halifax Correctional Unit,1.0,-78.9315032,36.7278785,POINT (-78.9315032 36.7278785)
,,,1.0,0.0,0.0,0.0,,Virginia,VA,Haynesville Correctional Center,1.0,-76.66909729999999,37.9554201,POINT (-76.66909729999999 37.9554201)
,,,1.0,0.0,0.0,0.0,,Virginia,VA,Haynesville Correctional Unit #17,1.0,-76.66245649999999,37.9501331,POINT (-76.66245649999999 37.9501331)
,,,1.0,0.0,0.0,0.0,,Virginia,VA,Indian Creek Correctional Center,1.0,-76.1806259,36.6157913,POINT (-76.1806259 36.6157913)
,,,1.0,0.0,0.0,0.0,,Virginia,VA,James River Correctional Center,1.0,-77.82189919999999,37.6482438,POINT (-77.82189919999999 37.6482438)
,,,1.0,0.0,0.0,0.0,,Virginia,VA,Keen Mountain Correctional Center,1.0,-81.9791376,37.2237862,POINT (-81.9791376 37.2237862)
,,,1.0,0.0,0.0,0.0,,Virginia,VA,Lawrenceville Correctional Center,1.0,-77.81352989999999,36.7810478,POINT (-77.81352989999999 36.7810478)
,,,1.0,0.0,0.0,0.0,,Virginia,VA,Lunenburg Correctional Center,1.0,-78.2104385,37.0164978,POINT (-78.2104385 37.0164978)
,,,1.0,0.0,0.0,0.0,,Virginia,VA,Marion Correctional Treatment Center,1.0,-81.50923689999999,36.8313953,POINT (-81.50923689999999 36.8313953)
,,,1.0,0.0,0.0,0.0,,Virginia,VA,Mecklenburg Correctional Center,1.0,-78.6568942,37.4315734,POINT (-78.6568942 37.4315734)
,,,1.0,0.0,0.0,0.0,,Virginia,VA,Nottoway Correctional Center,1.0,-78.1759321,37.1816808,POINT (-78.1759321 37.1816808)
,,,1.0,0.0,0.0,0.0,,Virginia,VA,Patrick Henry Correctional Unit,1.0,-80.40900440000001,37.2533296,POINT (-80.40900440000001 37.2533296)
,,,1.0,0.0,0.0,0.0,,Virginia,VA,Pocahontas State Correctional Center,1.0,-81.3633718,37.2970633,POINT (-81.3633718 37.2970633)
,,,1.0,0.0,0.0,0.0,,Virginia,VA,Powhatan Correctional Center,1.0,-77.835292,37.626628,POINT (-77.835292 37.626628)
,,,1.0,0.0,0.0,0.0,,Virginia,VA,Red Onion State Prison,1.0,-82.54850950000001,37.1112169,POINT (-82.54850950000001 37.1112169)
,,,1.0,0.0,0.0,0.0,,Virginia,VA,River North Correctional Center,1.0,-81.1251601,36.6148814,POINT (-81.1251601 36.6148814)
,,,1.0,0.0,0.0,0.0,,Virginia,VA,Rustburg Correctional Unit,1.0,-79.10085430000001,37.2768113,POINT (-79.10085430000001 37.2768113)
,,,1.0,0.0,0.0,0.0,,Virginia,VA,St. Brides Correctional Center,1.0,-76.1836685,36.6115529,POINT (-76.1836685 36.6115529)
,,,1.0,0.0,0.0,0.0,,Virginia,VA,Sussex I State Prison,1.0,-77.2001037,37.0448913,POINT (-77.2001037 37.0448913)
,,,1.0,0.0,0.0,0.0,,Virginia,VA,Sussex II State Prison,1.0,-77.2052032,37.05107539999999,POINT (-77.2052032 37.05107539999999)
,,,1.0,0.0,0.0,0.0,,Virginia,VA,Virginia Correctional Center for Women,1.0,-77.8894916,37.674593,POINT (-77.8894916 37.674593)
,,,1.0,0.0,0.0,0.0,,Virginia,VA,Wallens Ridge State Prison,1.0,-82.7855316,36.842868,POINT (-82.7855316 36.842868)
,,,1.0,0.0,0.0,0.0,,Virginia,VA,Wise Correctional Unit,1.0,-82.4624851,36.9164069,POINT (-82.4624851 36.9164069)
,,,1.0,0.0,0.0,0.0,,Washington,WA,Airway Heights Corrections Center (AHCC),1.0,-117.5760521,47.65723939999999,POINT (-117.5760521 47.65723939999999)
,,,1.0,0.0,0.0,0.0,,Washington,WA,Cedar Creek Corrections Center (CCCC),1.0,-123.1421631,46.8841325,POINT (-123.1421631 46.8841325)
,,,1.0,0.0,0.0,0.0,,Washington,WA,Clallam Bay Corrections Center (CBCC),1.0,-124.2880537,48.24018119999999,POINT (-124.2880537 48.24018119999999)
,,,1.0,0.0,0.0,0.0,,Washington,WA,Coyote Ridge Corrections Center (CRCC),1.0,-118.852175,46.680059,POINT (-118.852175 46.680059)
,,,1.0,0.0,0.0,0.0,,Washington,WA,Mission Creek Corrections Center for Women (MCCCW),1.0,-122.864238,47.4846492,POINT (-122.864238 47.4846492)
,,,1.0,0.0,0.0,0.0,,Washington,WA,Monroe Correctional Complex (MCC),1.0,-121.9993473,47.8449162,POINT (-121.9993473 47.8449162)
,,,1.0,0.0,0.0,0.0,,Washington,WA,Olympic Corrections Center (OCC),1.0,-124.1363372,47.7186317,POINT (-124.1363372 47.7186317)
,,,1.0,0.0,0.0,0.0,,Washington,WA,Stafford Creek Corrections Center (SCCC),1.0,-123.9209148,46.9247034,POINT (-123.9209148 46.9247034)
,,,1.0,0.0,0.0,0.0,,Washington,WA,Washington Corrections Center (WCC),1.0,-123.1904845,47.2418851,POINT (-123.1904845 47.2418851)
,,,1.0,0.0,0.0,0.0,,Washington,WA,Washington Corrections Center for Women (WCCW),1.0,-122.6124267,47.3466186,POINT (-122.6124267 47.3466186)
,,,1.0,0.0,0.0,0.0,,Washington,WA,Washington State Penitentiary (WSP),1.0,-118.356724,46.077943,POINT (-118.356724 46.077943)
,,,1.0,0.0,0.0,0.0,,West Virginia,WV,Anthony Correctional Center,1.0,-80.12721169999999,37.963208,POINT (-80.12721169999999 37.963208)
,,,1.0,0.0,0.0,0.0,,West Virginia,WV,Beckley Correctional Center,1.0,-81.1652615,37.7851673,POINT (-81.1652615 37.7851673)
,,,1.0,0.0,0.0,0.0,,West Virginia,WV,Charleston Correctional Center,1.0,-81.6198745,38.34802,POINT (-81.6198745 38.34802)
,,,1.0,0.0,0.0,0.0,,West Virginia,WV,Parkersburg Correctional Center and Wood County Holding Center,1.0,-81.5607464,39.2642138,POINT (-81.5607464 39.2642138)
,,,1.0,0.0,0.0,0.0,,West Virginia,WV,Denmar Correctional Center,1.0,-80.2215015,38.0867277,POINT (-80.2215015 38.0867277)
,,,1.0,0.0,0.0,0.0,,West Virginia,WV,Huttonsville Correctional Center/Huttonsville Work Camp,1.0,-79.9797358,38.6945161,POINT (-79.9797358 38.6945161)
,,,1.0,0.0,0.0,0.0,,West Virginia,WV,Lakin Correctional Center,1.0,-82.0845528,38.9515808,POINT (-82.0845528 38.9515808)
,,,1.0,0.0,0.0,0.0,,West Virginia,WV,Martinsburg Correctional Center,1.0,-77.9562053,39.435799,POINT (-77.9562053 39.435799)
,,,1.0,0.0,0.0,0.0,,West Virginia,WV,Mount Olive Correctional Complex/Slayton Work Camp,1.0,-81.2334436,38.2378833,POINT (-81.2334436 38.2378833)
,,,1.0,0.0,0.0,0.0,,West Virginia,WV,Northern Correctional Facility,1.0,-80.7281592,39.9104965,POINT (-80.7281592 39.9104965)
,,,1.0,0.0,0.0,0.0,,West Virginia,WV,Ohio County Correctional Center,1.0,-80.610489,40.1111311,POINT (-80.610489 40.1111311)
,,,1.0,0.0,0.0,0.0,,West Virginia,WV,Pruntytown Correctional Center,1.0,-80.073775,39.3296769,POINT (-80.073775 39.3296769)
,,,1.0,0.0,0.0,0.0,,West Virginia,WV,St. Marys Correctional Center,1.0,-81.1696075,39.4311202,POINT (-81.1696075 39.4311202)
,,,1.0,0.0,0.0,0.0,,West Virginia,WV,Salem Correctional Center,1.0,-80.5783707,39.2822293,POINT (-80.5783707 39.2822293)
,,,1.0,0.0,0.0,0.0,,West Virginia,WV,Stevens Correctional Center/McDowell County Corrections,1.0,-81.56808319999999,37.4313161,POINT (-81.56808319999999 37.4313161)
,,,1.0,0.0,0.0,0.0,,Wisconsin,WI,Chippewa Valley Correctional Treatment Facility (formerly Highview),1.0,-91.3499772,44.928746,POINT (-91.3499772 44.928746)
,,,1.0,0.0,0.0,0.0,,Wisconsin,WI,Columbia Correctional Institution,1.0,-89.4921787,43.565525,POINT (-89.4921787 43.565525)
,,,1.0,0.0,0.0,0.0,,Wisconsin,WI,Dodge Correctional Institution,1.0,-88.73969029999999,43.6242095,POINT (-88.73969029999999 43.6242095)
,,,1.0,0.0,0.0,0.0,,Wisconsin,WI,Fox Lake Correctional Institution,1.0,-88.9130011,43.6149518,POINT (-88.9130011 43.6149518)
,,,1.0,0.0,0.0,0.0,,Wisconsin,WI,Green Bay Correctional Institution,1.0,-88.0132958,44.5133188,POINT (-88.0132958 44.5133188)
,,,1.0,0.0,0.0,0.0,,Wisconsin,WI,Jackson Correctional Institution,1.0,-90.7892206,44.3083371,POINT (-90.7892206 44.3083371)
,,,1.0,0.0,0.0,0.0,,Wisconsin,WI,Kettle Moraine Correctional Institution,1.0,-88.1491317,43.72350309999999,POINT (-88.1491317 43.72350309999999)
,,,1.0,0.0,0.0,0.0,,Wisconsin,WI,Milwaukee Secure Detention Facility ,1.0,-87.9246495,43.0434105,POINT (-87.9246495 43.0434105)
,,,1.0,0.0,0.0,0.0,,Wisconsin,WI,New Lisbon Correctional Institution ,1.0,-90.13177499999999,43.8811854,POINT (-90.13177499999999 43.8811854)
,,,1.0,0.0,0.0,0.0,,Wisconsin,WI,Oakhill Correctional Institution,1.0,-89.3946216,42.961263,POINT (-89.3946216 42.961263)
,,,1.0,0.0,0.0,0.0,,Wisconsin,WI,Oshkosh Correctional Institution,1.0,-88.5615462,44.0692813,POINT (-88.5615462 44.0692813)
,,,1.0,0.0,0.0,0.0,,Wisconsin,WI,Prairie du Chien Correctional Institution,1.0,-91.1410106,43.0342492,POINT (-91.1410106 43.0342492)
,,,1.0,0.0,0.0,0.0,,Wisconsin,WI,Racine Correctional Institution ,1.0,-87.90394669999999,42.7087936,POINT (-87.90394669999999 42.7087936)
,,,1.0,0.0,0.0,0.0,,Wisconsin,WI,Racine Youthful Offender Correctional Facility,1.0,-87.7993116,42.7369827,POINT (-87.7993116 42.7369827)
,,,1.0,0.0,0.0,0.0,,Wisconsin,WI,Redgranite Correctional Institution,1.0,-89.1075754,44.0537864,POINT (-89.1075754 44.0537864)
,,,1.0,0.0,0.0,0.0,,Wisconsin,WI,Stanley Correctional Institution ,1.0,-90.95181769999999,44.9478946,POINT (-90.95181769999999 44.9478946)
,,,1.0,0.0,0.0,0.0,,Wisconsin,WI,Sturtevant Transitional Facility ,1.0,-87.8987349,42.71312590000001,POINT (-87.8987349 42.71312590000001)
,,,1.0,0.0,0.0,0.0,,Wisconsin,WI,Taycheedah Correctional Institution,1.0,-88.3883666,43.7982215,POINT (-88.3883666 43.7982215)
,,,1.0,0.0,0.0,0.0,,Wisconsin,WI,Waupun Correctional Institution,1.0,-88.73158889999999,43.6296869,POINT (-88.73158889999999 43.6296869)
,,,1.0,0.0,0.0,0.0,,Wisconsin,WI,Wisconsin Secure Program Facility,1.0,-90.68297299999999,43.1432007,POINT (-90.68297299999999 43.1432007)
,,,1.0,0.0,0.0,0.0,,Wyoming,WY,Wyoming State Penitentiary (Rawlins),1.0,-107.2158143,41.765267,POINT (-107.2158143 41.765267)
,,,1.0,0.0,0.0,0.0,,Wyoming,WY,Wyoming Women's Center (Lusk),1.0,-104.4670873,42.7678191,POINT (-104.4670873 42.7678191)
,,,1.0,0.0,0.0,0.0,,Wyoming,WY,Wyoming Honor Farm (Riverton),1.0,-108.3718248,43.0559809,POINT (-108.3718248 43.0559809)
,,,1.0,0.0,0.0,0.0,,Wyoming,WY,Wyoming Honor Conservation Camp & Boot Camp (Newcastle),1.0,-104.1867793,43.8802668,POINT (-104.1867793 43.8802668)
,,,1.0,0.0,0.0,0.0,,Wyoming,WY,Wyoming Medium Correctional Institution (Torrington),1.0,-104.11901,42.0723701,POINT (-104.11901 42.0723701)
